user_id,item_id
2853,1102 1711 2470 2732 1382 3646 1912 1775 3390 3474
2854,3527 3111 1801 1315 1888 3666 2334 159 1805 108
2855,208 1012 1792 3441 476 187 3666 2240 2201 3015
2856,2474 374 769 1444 1453 1124 1184 2421 1888 2240
2857,1295 2733 3557 1362 3180 1078 1300 2389 936 3000
2858,922 1912 1807 2646 3692 1083 2732 1030 2774 361
2859,1323 1052 3660 2132 3460 3293 2340 563 3007 1014
2860,2587 2063 1536 3526 2071 3201 1933 606 539 1769
2861,3544 1036 3335 1936 3006 2597 2666 1446 2162 1937
2862,3119 2370 2132 3231 3415 3168 1888 2240 2334 1003
2863,2281 3677 1132 2468 3666 2334 1425 2234 3015 2369
2864,1808 1275 3286 462 3209 2443 474 3264 2338 94
2865,2833 2732 1057 3059 2256 790 676 3666 2334 1425
2866,3059 3656 2402 3168 1888 2240 3666 2334 2201 1003
2867,2492 3194 1862 1076 1501 43 472 2334 1425 1144
2868,3213 2534 1073 309 1658 1690 3282 1525 3202 3215
2869,2328 3262 82 109 1425 2796 3258 285 206 2369
2870,1116 1777 2999 881 1187 2637 799 618 573 512
2871,3038 3606 2458 1073 3325 2652 3374 231 2004 101
2872,2250 2980 3046 3441 2331 3333 293 3426 3381 650
2873,1762 305 1211 2290 463 2774 1172 3400 3350 1960
2874,911 16 1328 3408 2295 515 2334 2201 1144 2796
2875,3364 1351 870 1593 241 3476 2090 605 2479 3684
2876,105 3071 1264 119 2237 213 944 3002 3000 29
2877,3424 3067 305 1914 606 1177 1149 121 1768 2063
2878,3101 1337 3600 312 802 1888 3666 2334 2201 3015
2879,2830 2114 237 3653 2931 601 3000 1300 253 2307
2880,3402 554 3474 467 622 2528 1328 231 3038 2480
2881,734 501 2050 1708 566 672 1169 3660 3511 3318
2882,1217 1102 3057 1040 568 2331 1722 1160 212 1638
2883,3298 29 1808 59 1504 204 2240 2201 3258 1805
2884,833 708 612 1875 2354 3030 2207 2231 185 1527
2885,2629 1672 3019 461 711 3007 1501 3194 2849 456
2886,398 2963 2714 2860 1621 3463 3327 2338 1717 36
2887,3131 2067 401 1859 2603 251 2953 365 1360 1205
2888,584 1587 3408 1491 3521 2376 246 1350 2234 1144
2889,1543 2828 732 1952 1505 2011 3423 1186 2265 409
2890,1893 3231 2908 1809 3694 870 1568 1309 2186 2389
2891,1391 2335 204 512 2119 663 1536 3489 3696 59
2892,2814 810 702 1545 2334 2234 319 2796 676 1003
2893,601 1559 3066 1166 2292 1190 3110 853 1300 495
2894,2382 3068 1705 2175 1731 2912 267 1454 3016 3238
2895,1910 3608 872 3297 1456 2480 817 3019 1101 2716
2896,2140 3669 2437 2261 1644 204 3101 3276 1868 2910
2897,1619 711 833 3532 3608 2574 176 989 2646 3666
2898,618 3473 3692 3022 3424 1205 279 772 2609 401
2899,1149 1283 3527 437 467 872 817 2291 2181 2346
2900,3476 2568 880 487 3164 1012 3376 529 327 1888
2901,1012 1421 1928 785 246 2402 3256 2068 3119 3231
2902,169 3141 1960 3276 3670 513 2636 204 2917 307
2903,1725 3331 3677 1811 2071 3489 3227 3696 1039 1648
2904,2534 2510 2931 188 2067 3473 1246 1096 3424 1583
2905,2673 1859 1775 1645 3656 1707 1341 933 883 556
2906,1781 2548 1615 3569 3036 1758 298 3111 2418 1451
2907,477 3648 3462 2153 1198 3151 1279 184 1324 652
2908,1686 1700 2862 732 1393 2334 2201 2234 3015 2796
2909,1826 2272 481 1045 3479 2308 1283 1609 1840 561
2910,1453 2828 1916 2493 2293 1910 2334 3015 1003 159
2911,1731 3579 3116 2175 2236 535 20 3276 2219 1627
2912,1371 1638 3350 1279 2817 2630 772 2474 3482 1615
2913,2281 922 3131 1811 2054 2256 1747 1615 3474 2553
2914,2016 2475 3339 399 2606 3245 1888 2334 2234 676
2915,1462 15 2745 3266 1027 3510 219 2322 2409 465
2916,184 2862 2290 2817 2967 379 2006 136 2474 2581
2917,330 3677 3119 2382 2370 1984 1820 2622 1888 3015
2918,3441 1365 3238 2129 2757 771 972 3463 293 1617
2919,2534 3382 12 2256 2331 2501 2933 971 1855 2261
2920,2365 152 2335 3298 2119 2063 1725 951 59 760
2921,640 620 1858 1300 1375 3670 3000 528 1888 2240
2922,2227 853 3370 1173 2005 2068 465 2269 2705 2256
2923,350 3302 2345 389 1700 1884 1888 1425 2201 2234
2924,1052 1272 989 183 1337 3365 2256 527 528 1032
2925,2515 3554 867 903 1672 1744 719 2306 1858 2148
2926,724 2371 427 452 2363 1573 802 3311 3187 1037
2927,1134 893 1858 1057 1098 3628 1720 253 2073 2376
2928,1573 1545 2653 1868 802 1337 327 3666 2240 2334
2929,3429 1058 2747 979 2354 3593 213 1563 833 2723
2930,155 1178 2112 2331 2653 327 2334 3015 1144 2796
2931,2789 2187 2603 3694 2366 2210 640 1831 1211 208
2932,1543 3013 1828 2314 1425 2796 319 1870 3240 1264
2933,2587 2633 911 909 1676 341 2839 2709 3489 1536
2934,728 438 1475 1315 1371 2774 2311 1560 887 2424
2935,778 2774 1781 1560 2916 650 512 2354 2625 1086
2936,755 340 3002 2109 75 1893 2405 1827 1823 1600
2937,527 728 3061 2311 2240 1144 676 3258 1805 628
2938,2606 1168 254 1681 2900 3218 2354 2273 3692 167
2939,1018 3311 1686 802 1442 986 1096 36 1505 1146
2940,2668 2122 1371 598 2128 1633 1605 1706 1424 2345
2941,2646 2732 922 236 1598 966 1463 1912 2054 375
2942,1707 922 3516 361 401 3646 1057 256 1205 2528
2943,2732 3021 3002 2402 1001 1888 2334 2234 3015 2796
2944,3238 1491 2194 2331 398 2468 1888 2240 1144 2796
2945,680 1773 1092 3185 3471 1269 2420 2197 2275 2310
2946,1619 2181 461 797 1801 3030 1893 1086 702 1888
2947,779 1351 2510 190 2960 453 1832 1491 1081 3021
2948,182 212 1956 2874 2239 3234 93 190 1351 941
2949,304 2916 878 1377 1543 2402 327 1888 676 159
2950,2890 2465 298 1314 1071 1839 158 2208 1250 2218
2951,1920 2780 2049 2924 434 2555 2593 3071 2551 1919
2952,1738 3066 1688 2214 598 516 398 2308 2364 2076
2953,2648 2798 3269 3225 1906 2334 1425 2234 2796 676
2954,2005 1319 2370 2622 1984 3231 2334 2201 3015 2234
2955,809 2847 2173 1858 1425 2234 2796 1003 1467 1805
2956,1913 361 1428 922 913 2261 2282 214 768 2932
2957,1754 1884 1037 312 2334 1425 3015 676 3258 1003
2958,3674 1379 3382 3341 1223 1543 640 2133 2281 2265
2959,1592 492 3248 3696 1341 3677 2626 208 3402 3036
2960,1216 2603 1300 2127 1516 3068 468 2840 1690 501
2961,523 573 870 106 3562 3628 3406 1831 117 3509
2962,2639 3117 511 1668 1887 1888 3666 2334 2796 319
2963,1278 482 2941 3403 3007 300 2718 1678 3318 1932
2964,2308 1720 3535 1023 1184 530 3067 327 1888 2240
2965,2603 2928 2314 2297 1374 774 2602 2541 584 3238
2966,2335 2587 2636 204 1536 2119 1725 583 221 3532
2967,790 2054 3105 1968 3666 1425 2234 3015 1144 285
2968,1086 2980 312 1216 1272 1888 2240 1425 1144 1805
2969,2603 1830 2915 543 2501 3031 2201 3015 2796 676
2970,1315 765 3157 234 2311 2916 2774 778 1827 2428
2971,3437 3435 2561 1723 2443 1436 1045 2956 2917 2136
2972,3647 728 438 3061 2643 1560 765 2916 2311 887
2973,3644 1296 220 3668 1309 831 1240 2768 3705 449
2974,2615 1655 1507 3648 2626 1868 915 3000 3084 3700
2975,1658 931 309 1722 474 2969 3215 3282 1045 2768
2976,1321 928 1007 2136 1868 1337 802 2185 2345 232
2977,1316 3013 1223 3409 28 2169 2617 3441 165 3172
2978,125 3276 463 2088 1542 204 1017 2428 2096 2006
2979,2054 3367 434 2837 1924 253 3234 327 1888 3666
2980,231 3038 3463 1536 58 655 1825 3543 3021 2563
2981,1057 2224 611 1178 1888 3666 2240 2334 159 1425
2982,3400 193 1700 232 3656 2574 2185 138 1548 1568
2983,406 1811 3370 903 3153 3448 2334 2201 2796 676
2984,2068 3256 2981 1052 312 2185 878 573 2240 3258
2985,3428 3438 1690 1525 3228 2643 467 32 3479 3513
2986,794 2916 1315 2643 1053 2424 221 650 2354 2234
2987,340 2985 901 919 52 2202 2653 1078 1560 3435
2988,1438 1328 3038 2345 3035 1493 1630 1640 3341 2963
2989,3423 2862 1223 124 2334 2234 2796 3258 1003 319
2990,482 176 3067 2898 1765 304 3474 1353 44 2291
2991,3529 124 1537 1190 1121 2328 2067 1585 2110 2689
2992,1328 3238 398 283 3215 1210 3408 1617 331 1861
2993,487 2154 312 3101 1868 1348 802 2653 2185 174
2994,1044 3071 455 1729 764 2298 2596 583 1004 2887
2995,2357 1747 3019 2181 3666 2334 676 1003 285 108
2996,28 448 3529 1011 2828 2709 2234 1003 1870 3240
2997,2248 1279 10 132 2281 3072 832 523 2895 1888
2998,3435 1007 1248 672 983 2132 16 331 3179 1127
2999,1887 1315 132 1937 2054 1811 2086 829 1526 3656
3000,1001 1956 646 1374 539 1814 3705 99 339 212
3001,2664 1395 3418 1157 1300 2470 1593 3473 2483 3173
3002,1288 212 3293 1068 3411 1186 539 324 452 246
3003,3061 1315 2572 3614 2937 3225 2402 3423 829 1859
3004,1627 817 90 3078 1348 467 3157 3184 278 3111
3005,3464 2180 335 827 2723 2118 3176 3090 3410 274
3006,1956 724 1849 799 2625 849 3173 1536 2616 2636
3007,1850 2980 1127 1617 1956 650 2338 2175 293 1425
3008,1453 3013 1811 3529 1592 2664 2334 2234 1144 3258
3009,1792 2149 234 603 1175 1429 2916 2271 554 980
3010,774 340 2205 487 1103 1337 1348 2273 1888 1425
3011,2235 626 231 3116 517 1630 1543 3704 1520 2882
3012,3062 3125 3653 512 3666 3015 676 1003 159 1467
3013,20 2215 2189 947 3597 2291 1184 1246 3101 2345
3014,2308 166 37 1678 1373 530 3392 3438 1328 2136
3015,2559 1174 3588 2946 3600 778 1545 1639 1640 899
3016,1798 2256 1001 1045 1040 1240 2056 3215 1376 220
3017,3023 3436 1637 513 2406 2282 94 1337 1545 3656
3018,512 1211 3053 2626 944 212 1640 16 1525 1471
3019,3269 1583 2800 1439 2056 2933 674 761 327 2240
3020,830 2194 1959 394 2338 1044 2780 563 2145 1067
3021,1218 867 3367 462 2024 1439 619 2686 771 1084
3022,411 321 3002 2275 2217 2354 3182 1619 1527 2958
3023,1600 331 3220 1781 2960 676 3258 1003 159 1805
3024,2170 2063 812 2176 1723 517 2763 2917 380 3052
3025,650 654 3194 1537 342 1862 2492 1518 165 1179
3026,2706 169 2956 649 1711 59 2874 1814 3705 646
3027,618 93 2510 779 3537 3666 2234 1144 2796 676
3028,69 2528 1315 1916 476 2840 2617 3358 563 1086
3029,3409 618 2564 1517 1831 2617 2240 2334 2796 1805
3030,2646 165 2659 3694 1960 1211 1831 109 1078 3600
3031,2812 2071 1583 2557 620 160 2664 607 395 2335
3032,1855 3150 1551 1134 3287 2502 2688 1658 3216 3665
3033,1715 1871 3694 2210 640 543 2501 2366 138 476
3034,618 3131 2404 1593 2334 3015 676 1805 319 1870
3035,3402 3116 12 1083 3390 1057 1524 1428 3474 2956
3036,1025 3029 124 3119 2534 971 3666 2234 1144 3258
3037,1560 2281 1947 512 2688 3409 2240 1425 2796 159
3038,119 1328 2757 3408 398 3094 1108 16 1510 3220
3039,3012 1491 3463 1892 1672 2548 1956 2801 105 2222
3040,382 1801 1893 1442 3013 990 1888 2240 3258 1003
3041,2833 2606 135 1792 398 853 2757 119 568 3286
3042,935 618 2556 3377 3609 320 839 1808 2165 401
3043,211 1341 37 3306 872 2117 1814 3019 2181 800
3044,3638 1807 183 901 3583 1946 2054 401 3059 1133
3045,313 2795 3534 1956 331 904 1191 2485 672 1861
3046,525 3517 1068 3375 3464 1446 2332 838 3589 723
3047,3067 3392 2768 3215 3327 2004 1227 3597 1192 3325
3048,3035 1902 1721 2865 405 2240 3666 2234 319 1425
3049,1678 3282 3496 2465 2460 872 2240 2334 2796 676
3050,22 1935 2725 2124 773 1285 1186 3659 2165 2556
3051,523 980 822 2502 1956 3402 3013 2991 1888 3666
3052,2261 2652 2768 3282 1045 1525 2458 3705 3534 2252
3053,352 1741 190 1140 3528 2387 457 2553 1439 2249
3054,2529 2499 577 1223 1682 1505 3377 384 772 1316
3055,1655 3438 947 3669 3085 2289 3157 430 1603 3569
3056,2265 463 3367 3013 2031 2128 3164 1888 2796 676
3057,3090 2755 1794 1919 1144 2201 3015 676 3258 285
3058,3142 472 3478 2673 1968 2303 1887 1888 3666 2334
3059,904 3020 2853 331 3530 3424 3423 279 3473 2745
3060,1835 1099 188 2769 1382 1678 1848 168 2757 361
3061,966 1597 3294 2932 1771 2495 1252 728 2180 2012
3062,1335 2346 830 3513 482 3669 3383 3042 2475 2237
3063,2122 2606 3529 3153 1060 2363 270 310 640 463
3064,609 340 527 3352 3666 2240 2334 1425 2234 676
3065,1545 2814 702 3521 1984 1052 183 1422 3111 855
3066,2128 653 37 2636 3696 3180 1906 1551 3122 3298
3067,2327 2646 3059 1086 802 1438 2205 1888 2240 1425
3068,2613 737 1081 1328 1921 105 3511 2194 1825 2485
3069,2785 538 2023 3101 1813 2476 2345 1868 3406 612
3070,2363 476 2382 1211 622 1030 2277 1524 2778 858
3071,512 1736 382 569 3035 1888 2240 2334 1425 2369
3072,1427 2340 762 3184 220 3234 1711 1001 212 2874
3073,309 2768 1030 1375 1525 220 474 1045 1328 3113
3074,2983 1487 132 136 971 2798 28 498 1548 1140
3075,855 1032 2699 3647 3111 3701 2484 3431 438 2774
3076,1711 1892 1100 3107 1166 966 3476 166 2210 640
3077,515 1078 3262 1946 2800 1580 241 2335 3638 1069
3078,1658 1963 3528 1102 1178 790 2221 1045 2768 1816
3079,2653 3187 174 405 2240 2334 2201 159 108 2369
3080,22 409 2785 1859 777 2224 3418 2054 3227 1039
3081,2145 1109 292 2584 2082 1527 533 2698 978 680
3082,3029 3301 1193 2500 1827 2117 3012 2480 3421 2853
3083,3648 2029 873 2606 3418 740 3248 1912 428 502
3084,1633 1337 312 1014 2796 159 1870 3240 1264 2152
3085,3332 305 3692 569 1379 2603 204 1997 1376 1888
3086,1737 3027 1850 398 818 2222 2201 2796 676 1003
3087,3529 3692 307 3424 1140 1146 3448 3142 3382 3418
3088,2342 2757 2659 1617 1078 331 2331 2602 1888 2240
3089,1378 3317 1271 1850 512 42 2207 989 3234 2467
3090,1134 1178 451 790 513 674 3141 3649 423 3436
3091,1044 3019 1936 2181 472 1888 1425 1144 3258 1467
3092,677 3628 1615 3036 1757 923 3669 1193 1746 182
3093,3021 3086 94 2706 771 3172 293 428 3036 327
3094,2261 3215 2655 2327 1525 1067 2969 3435 1729 1354
3095,1659 2802 220 2956 1001 59 1717 2477 1140 829
3096,279 184 2389 1045 3482 3685 3418 214 913 1681
3097,1052 2593 1086 3101 2037 2653 3539 1902 2538 3363
3098,989 3365 3253 1688 1726 1456 883 2224 1039 3529
3099,2557 136 2290 1568 2581 184 2817 3578 2877 771
3100,452 2350 2622 2639 3600 1888 2240 2334 2234 676
3101,1382 1831 3350 135 2240 2334 2234 2369 1870 1264
3102,3334 279 1439 2389 3180 215 2664 2609 241 3646
3103,672 983 766 35 1518 1984 2237 2484 2132 2323
3104,2215 3120 1432 1873 1957 2637 1936 3306 2117 1411
3105,1337 2256 2567 1475 234 2774 1560 264 1888 2240
3106,2121 809 3269 796 2828 1316 114 2778 2240 2201
3107,175 1227 3463 1259 2284 2282 327 1888 2334 3015
3108,1092 22 2256 2862 1279 1916 3183 3530 1316 94
3109,674 2054 3271 2151 607 333 1888 1425 2201 2796
3110,511 1377 2409 1818 573 2920 578 2484 728 1278
3111,1217 1150 2602 260 2384 2861 2130 1056 1414 2308
3112,2210 463 2280 1211 2847 3617 208 3317 7 293
3113,376 1641 1108 2458 2768 621 3113 737 1798 1525
3114,3306 1030 3333 113 3201 376 2350 2409 2256 549
3115,3597 20 3215 3513 1040 1525 2932 2662 2700 1073
3116,1354 2603 3533 472 333 1337 1300 584 1888 2796
3117,3585 493 2763 1640 3335 2541 402 1297 509 1044
3118,136 3396 2580 846 1560 51 2277 190 3216 3382
3119,2076 3350 1341 561 2840 3172 3075 204 1371 1421
3120,2031 3153 406 2528 1888 3666 2334 3015 676 3258
3121,2070 69 1172 1428 1744 1605 2961 2673 1689 367
3122,1139 394 3220 2402 487 2410 109 3608 1888 2240
3123,2835 1638 2817 741 2240 2334 2796 285 108 2834
3124,3021 2090 904 2542 1774 708 1493 2622 438 168
3125,2961 1586 645 1813 1401 3159 1190 1354 601 2470
3126,3482 917 772 2696 437 3075 1833 3436 807 1752
3127,2177 232 79 3406 1543 2327 1223 3694 3015 676
3128,2800 1057 1122 2928 1379 1816 790 1030 3638 73
3129,573 2564 3013 2557 3289 1186 3269 2817 3423 813
3130,1633 3057 1422 183 989 2682 2256 2110 1888 2240
3131,2293 3409 3151 1279 652 1475 2201 2234 676 1003
3132,335 1068 1607 1770 3684 2646 930 3628 3350 253
3133,3105 1775 3562 1376 3059 1614 3390 1912 1001 796
3134,3684 984 453 605 2090 2908 3021 2338 3026 2291
3135,3005 1356 3660 3689 3534 43 621 3550 1191 1708
3136,3205 578 2484 3701 1475 1560 1781 1371 1888 3666
3137,1560 2572 2354 2132 160 1888 2240 2334 2201 2234
3138,3396 176 2484 1746 984 186 3238 2653 312 2545
3139,2117 2481 839 937 1590 2363 382 232 47 2467
3140,1638 3418 3151 741 1780 2557 573 1858 384 2488
3141,1558 881 1473 1170 313 3442 891 394 501 1584
3142,2205 3404 739 1801 762 3272 2240 2334 676 1003
3143,584 2122 2088 2306 188 1472 3301 2006 1787 168
3144,691 453 3543 125 2820 1796 2128 1800 2769 1974
3145,3670 948 2648 2139 327 1425 2234 3015 1144 159
3146,1670 1831 677 1699 1049 3021 2345 2185 1687 2467
3147,810 493 3600 584 3187 1300 1888 2334 2201 2234
3148,620 2230 2501 3105 93 500 1888 2240 1425 2796
3149,2412 75 1704 873 1087 650 189 2217 696 212
3150,3105 2265 2470 3180 1858 2664 2387 1775 2654 2813
3151,270 2799 3363 456 1367 1426 36 1505 2327 3666
3152,1365 785 3349 3238 3053 2980 3534 2688 3473 2732
3153,1801 456 762 978 1517 3690 1418 3030 3124 2240
3154,1831 1746 2222 293 331 2186 1321 2132 1939 1303
3155,2600 950 3203 1057 3016 894 392 1590 1227 3476
3156,2067 1688 2474 1705 135 2956 428 3402 1993 63
3157,913 2606 768 428 1888 2334 1425 2796 159 1467
3158,3529 3682 37 3562 2387 883 327 3666 2334 2796
3159,2369 3435 1044 2082 2999 182 2780 2447 1127 1888
3160,2090 1850 1686 3371 3660 2186 2646 399 2676 2789
3161,1545 1858 2338 1504 2240 1425 2201 2234 1003 1805
3162,1546 113 2278 3215 1640 584 1573 1108 2326 1445
3163,801 1517 1272 2162 1888 2240 2334 1425 2234 2796
3164,1491 2326 3234 1617 16 3238 2194 3408 1108 113
3165,755 1835 2042 1149 213 3602 3002 2103 1160 2240
3166,3474 1428 2352 2210 3141 2688 169 3125 2534 1592
3167,2664 2256 1937 1240 2221 1798 3215 1888 2240 1425
3168,2858 3482 3518 3253 176 58 233 3047 1049 2654
3169,2606 569 246 2342 2998 482 3133 2370 2382 465
3170,1315 2916 382 1781 2428 650 2354 2334 676 3258
3171,617 2384 3417 2300 1952 2098 2502 2928 355 2937
3172,206 2734 274 1989 1337 802 488 1583 2327 2342
3173,3617 621 376 3036 1939 3591 3005 2186 3027 1770
3174,183 487 25 88 188 1165 1781 382 1348 3253
3175,877 1391 2587 1573 2240 3666 2201 3015 2796 1467
3176,109 1365 304 1563 3594 2172 1298 3143 2824 1001
3177,208 1444 2042 1948 2399 529 2840 3075 25 1840
3178,1491 1108 283 3408 911 1248 1686 1617 212 3388
3179,3270 1128 3339 2205 3588 3061 2418 2745 2603 3066
3180,3382 2256 2603 1979 1707 2862 452 463 2363 1527
3181,1545 1086 1573 174 2474 1811 3666 676 3258 159
3182,2603 2537 271 2470 1197 2280 2745 1300 1888 2240
3183,618 318 2365 741 2334 2796 676 1467 285 1805
3184,528 3656 312 2586 389 1691 171 802 2814 488
3185,3434 723 2876 1994 1582 1622 2497 2610 2052 1604
3186,2210 2617 208 1057 922 2402 1884 1959 2366 3579
3187,2119 1295 2503 2581 1638 1354 1186 1011 1146 2114
3188,1753 2481 599 2757 2980 3049 1736 2326 2659 119
3189,1511 1707 451 3646 2 237 208 3694 513 1296
3190,128 1505 36 2900 1770 340 1356 2136 1223 2745
3191,69 186 563 554 3402 467 3474 1453 2240 2334
3192,1300 3670 2338 1830 528 1337 570 1888 2240 2334
3193,138 666 1178 3421 260 2128 1453 3646 1439 190
3194,1617 501 1471 3234 1956 212 563 96 1044 1888
3195,628 1708 1508 3141 1172 707 69 6 777 2805
3196,802 1669 2920 1736 438 728 1560 1315 2424 221
3197,813 1762 3013 1186 2564 494 1888 1425 2201 285
3198,1947 1287 1218 1966 2051 2453 3670 41 446 3421
3199,796 1487 3153 1214 2036 409 1425 676 2369 2834
3200,2136 3327 3660 2780 1814 1956 3590 3628 2732 933
3201,2388 2574 802 1459 1025 1471 959 1571 3593 654
3202,2991 1316 3583 152 2334 2201 2234 319 2369 2708
3203,1353 3367 1688 710 3537 322 3421 859 983 1633
3204,1956 212 16 1825 2194 2480 3435 1081 2165 2646
3205,3367 2840 3365 795 2512 3036 3086 1814 3244 1746
3206,2256 1293 513 1645 2840 3 3644 2587 812 1341
3207,2908 1052 2273 1615 1045 568 2502 2054 37 790
3208,3365 1337 183 1422 2256 556 762 3090 549 1762
3209,454 2931 279 2352 2877 2366 1568 2534 2967 1486
3210,3156 3656 1348 1691 3311 2561 2205 570 573 1252
3211,2629 2037 2981 1700 2406 246 3350 2564 2345 2201
3212,2980 3053 584 174 3151 2334 676 1003 285 108
3213,135 1771 3640 3031 3333 3674 2600 2050 3511 3262
3214,3360 2952 1777 1153 338 3454 3120 1989 316 3471
3215,409 3173 2031 2580 2474 2110 528 120 327 1888
3216,2 569 423 3684 1975 880 950 2606 1960 2967
3217,1045 3674 3215 2024 2140 872 481 1473 2346 1184
3218,1030 1788 2947 3562 2960 55 3432 1473 950 2291
3219,1999 1593 1887 2745 253 3557 893 1376 3382 1668
3220,584 1445 799 2194 3286 3666 2240 2796 1003 1467
3221,1511 241 2011 1946 1425 2201 1144 3258 1870 3240
3222,1558 2103 247 3380 2348 1236 338 2412 3271 2529
3223,3133 2370 3415 3600 1052 1888 2334 2201 3258 159
3224,766 2008 3002 213 3087 3304 888 1043 697 673
3225,343 3235 3442 622 3002 1314 3157 121 3483 101
3226,530 2421 3350 3036 1193 1365 2700 1615 1830 166
3227,2145 2143 680 380 2485 3345 1885 3002 3538 411
3228,34 3429 1934 1635 760 2319 237 3700 3374 459
3229,3415 3395 989 1052 1633 2185 2240 2334 2234 676
3230,190 1960 3141 2366 1140 1753 2956 12 3518 1045
3231,1840 530 1524 1996 1184 3067 166 3367 1655 2218
3232,3580 3049 1711 339 1001 220 1888 2240 3015 2234
3233,1193 2548 3111 3327 947 2231 159 1805 2025 206
3234,3483 1709 1140 2617 1726 944 3390 3172 2291 2706
3235,3464 1714 2666 157 1886 1310 239 2332 1330 1521
3236,1840 1227 2421 246 482 2980 3228 2438 1382 2432
3237,2306 2269 20 3151 3424 741 3256 2956 213 3534
3238,1699 468 36 1316 3272 94 1425 2796 3258 1003
3239,1706 305 738 584 529 2128 3579 785 2963 677
3240,1731 707 289 208 1668 2054 327 1888 2334 3015
3241,2349 3077 502 515 2295 2050 2899 451 1888 2240
3242,1581 403 3012 2253 954 3625 2514 773 2240 2334
3243,2922 2676 2258 589 3131 1406 454 749 365 3613
3244,2389 3668 184 2800 1610 2070 1615 652 2165 1296
3245,138 202 1615 2468 3457 204 2129 803 730 305
3246,3701 794 3431 107 3157 2643 1315 778 1560 382
3247,1811 22 2402 1887 1888 2240 3666 1425 3015 1003
3248,1146 1638 2557 732 2493 2571 2201 3015 1144 2796
3249,1137 221 1227 3677 1827 2346 327 2234 1144 676
3250,1371 778 382 650 333 3656 1888 676 1467 285
3251,2718 3317 2541 1795 3185 1464 951 1777 213 798
3252,246 2768 3213 1814 220 1667 3207 2980 278 1131
3253,650 382 512 2281 2625 3423 2557 1543 452 802
3254,1226 2502 188 3274 3406 2991 2165 1475 540 2073
3255,3035 1037 739 1573 1060 3311 2172 2756 792 3425
3256,2620 1830 904 2380 472 37 3677 1033 1678 1425
3257,2885 506 2132 1160 43 288 394 593 3119 1920
3258,420 3282 3671 2056 1862 1073 2686 3047 1150 737
3259,2024 717 3306 3669 703 3157 1149 1429 1705 1703
3260,1503 2673 2528 3227 790 1711 1811 2281 1765 2334
3261,1686 762 3124 1573 1086 1503 1264 2025 735 206
3262,3022 1211 2328 3704 2540 1971 801 3311 3656 702
3263,1039 183 1211 1711 1753 944 1546 1248 1956 36
3264,2342 2468 2541 2528 1376 2673 3418 790 2664 1808
3265,452 617 584 782 2240 2334 1425 2234 1003 3258
3266,148 2390 3435 806 29 2198 3530 2954 3405 17
3267,2819 1835 2361 2632 3271 884 833 1836 213 1724
3268,3656 221 3133 1113 2005 2442 2240 3666 2334 676
3269,1321 1323 3358 563 3375 2618 2340 1330 3602 3266
3270,1657 2580 2384 93 3692 3423 3022 3272 1173 375
3271,2985 3648 206 1109 3182 2732 169 2626 3215 119
3272,989 2282 1916 1086 298 135 2210 1403 2331 119
3273,868 549 447 280 1977 2646 1223 1744 2281 1811
3274,1887 1831 3205 2370 2314 2006 138 3529 2387 327
3275,138 3427 2877 208 944 119 3528 2129 2768 2980
3276,2785 1316 3441 333 3365 2042 2515 2963 691 1459
3277,472 989 1781 1255 878 1337 802 327 1888 2334
3278,3047 190 3234 2688 1715 3382 3493 1234 1081 737
3279,3313 1956 331 576 1210 1270 563 1044 879 2082
3280,1145 2297 957 2967 463 1615 2620 1830 3400 1169
3281,1498 292 2181 174 2766 1446 1111 1223 2281 1888
3282,3609 1881 2335 1645 3340 1354 2784 2798 3607 2931
3283,584 857 107 1337 1545 782 701 1044 3666 2334
3284,2265 2988 1133 1401 3075 2314 3468 1659 2076 147
3285,1054 2719 546 1626 3564 1622 1794 628 643 1290
3286,1960 2331 944 3053 3016 1924 2261 2768 2190 775
3287,559 2162 2653 3187 1037 396 2023 2404 1858 472
3288,1272 1830 3371 378 3335 2338 3666 2334 1425 1805
3289,3334 858 3424 3022 3423 3473 1546 760 790 2686
3290,304 461 3511 2104 1518 1808 1888 2240 2334 1144
3291,3365 2256 3701 2643 382 650 2334 1425 2201 676
3292,25 3600 3276 382 2574 3030 1888 2240 3666 1425
3293,894 3418 2054 1376 2510 2297 1888 2240 1425 2201
3294,1142 944 931 512 3528 2800 3066 1963 3053 1178
3295,3207 755 2779 3530 1546 2205 2993 888 353 1191
3296,2122 1811 1376 859 3382 1051 512 3227 2636 1240
3297,1426 3000 528 3335 2334 1425 2201 2234 2796 285
3298,2575 1341 2636 508 2457 3448 3535 3353 3402 361
3299,2960 106 1850 3068 3021 3597 2090 3133 3690 1965
3300,2447 2732 1536 3373 655 1282 1233 1001 1172 1130
3301,604 133 2404 2195 1946 611 1797 545 1707 3656
3302,2479 382 1119 1905 2048 2338 1081 2240 2201 3015
3303,2774 1781 2572 1560 382 650 2311 1427 2354 512
3304,3335 3371 232 79 3666 2334 2201 3015 1144 2796
3305,1160 2237 1617 983 563 2618 1329 755 3002 1044
3306,2702 1008 452 2140 1524 1950 930 1337 35 3431
3307,1159 1130 3410 1086 1686 3035 2363 1192 3272 1316
3308,1957 3648 806 980 2102 1714 433 2566 213 2454
3309,734 1940 3553 2742 1160 3202 2074 642 3327 1770
3310,1801 221 1560 2281 2201 1467 1805 2369 1870 2708
3311,3511 2012 1498 2416 2218 2145 2993 628 3071 2041
